oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Oppo,Reno2,2019,2019,160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Oppo,Reno2 F,2019,2019,162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Oppo,Reno2 Z,2019,2019,162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Oppo,Reno Z,2019,2019,157.3 x 74.9 x 9.1 mm (6.19 x 2.95 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Oppo,A9x,2019,2019,162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Oppo,Reno 5G,2019,2019,162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Oppo,A1k,2019,2019,154.5 x 73.8 x 8.4 mm (6.08 x 2.91 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
Oppo,A5 (AX5),2018,2018,156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Oppo,A31 (2015),2015,Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),,Dual SIM (Nano-SIM/ Micro-SIM,dual stand-by),,16M colors,,480 x 854 pixels
Orange,Neva jet 5G,2019,2019,159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Orange,Gova,2014,Discontinued,7.9 mm thickness,,Micro-SIM,IPS LCD capacitive touchscreen,,4.5,540 x 960 pixels,16:9 ratio (~245 ppi density)
Palm,Treo 650,2004,Discontinued,113 x 59 x 23 mm (4.45 x 2.32 x 0.91 in),,Mini-SIM,TFT resistive touchscreen,,2.4,320 x 320 pixels,1:1 ratio (~189 ppi density)
Panasonic,Eluga I7 (2019),2019,2019,148.8 x 70.9 x 9.3 mm (5.86 x 2.79 x 0.37 in),,Dual SIM (Nano-SIM/Micro-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Panasonic,Eluga DL1,2012,Discontinued,123 x 62 x 7.8 mm (4.84 x 2.44 x 0.31 in),,Micro-SIM,OLED capacitive touchscreen,,4.3,540 x 960 pixels,16:9 ratio (~256 ppi density)
Panasonic,VS7,2005,Discontinued,102 x 51 x 18.8 mm,,113,Mini-SIM,,16M colors,,320 x 240 pixels
Panasonic,MX7,2005,Discontinued,102 x 51 x 26 mm,,144,Mini-SIM,,16M colors,,240 x 320 pixels
Panasonic,SA7,2005,Discontinued,102 x 53 x 26 mm,,140,Mini-SIM,,16M colors,,240 x 320 pixels
Panasonic,X70,2003,Discontinued,87 x 47 x 24 mm,,95,Mini-SIM,,65K colors,,132 x 176 pixels
Panasonic,GD87,2002,Discontinued,97 x 49 x 23 mm (3.82 x 1.93 x 0.91 in),,Mini-SIM,TFT,,,132 x 176 pixels,4:3 ratio
Panasonic,GD67,2002,Discontinued,109 x 45 x 20 mm,,81,Mini-SIM,,256 colors,,101 x 80 pixels
Panasonic,GD75,2001,Discontinued,106 x 46 x 16 mm,,82,Mini-SIM,,,6 lines,V1
Panasonic,GD35,2001,Discontinued,120 x 46 x 20 mm (4.72 x 1.81 x 0.79 in),,Mini-SIM,Monochrome graphic,,,V1,
Panasonic,GD93,2000,Discontinued,120 x 45 x 16.4 mm (4.72 x 1.77 x 0.65 in),,Mini-SIM,Monochrome graphic,,6 lines,V1,
Panasonic,GD30,1999,Discontinued,135 x 45 x 20 mm (5.31 x 1.77 x 0.79 in),,Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Pantech,Crux,2010,Discontinued,109 x 58 x 13 mm (4.29 x 2.28 x 0.51 in),,Mini-SIM,TFT resistive touchscreen,,3,240 x 400 pixels,5:3 ratio (~155 ppi density)
Pantech,Laser P9050,2010,Discontinued,113.8 x 57.9 x 10 mm (4.48 x 2.28 x 0.39 in),,Mini-SIM,AMOLED resistive touchscreen,,3.1,480 x 800 pixels,5:3 ratio (~301 ppi density)
Pantech,GF100,2005,Discontinued,82 x 44 x 22.5 mm (3.23 x 1.73 x 0.89 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Pantech,GF200,2004,Discontinued,81 x 42 x 22 mm (3.19 x 1.65 x 0.87 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Pantech,GB100,2004,Discontinued,80 x 42 x 21 mm (3.15 x 1.65 x 0.83 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Philips,W5510,2013,Discontinued,116.2 x 63 x 13 mm (4.57 x 2.48 x 0.51 in),,,TFT capacitive touchscreen,,320 x 480 pixels,3:2 ratio (~165 ppi density),Accelerometer
Philips,W6350,2012,Discontinued,125.2 x 63.9 x 11.5 mm (4.93 x 2.52 x 0.45 in),,Dual SIM (Mini-SIM),TFT capacitive touchscreen,,480 x 800 pixels,5:3 ratio (~233 ppi density),Accelerometer
Philips,W930,2012,Discontinued,110 x 57.8 x 22 mm (4.33 x 2.28 x 0.87 in),,Dual SIM (Mini-SIM),Dual TFT capacitive touchscreen,,3.2,320 x 480 pixels,3:2 ratio (~180 ppi density)
Philips,362,2005,Discontinued,100 x 45 x 18 mm,,83,Mini-SIM,,65K colors,,128 x 160 pixels
Philips,868,2005,Cancelled,92 x 45 x 26 mm (3.62 x 1.77 x 1.02 in),,Mini-SIM,TFT resistive touchscreen,,,128 x 160 pixels,8 lines
Philips,859,2004,Discontinued,88 x 46 x 23 mm,,94,Mini-SIM,,65K colors,,128 x 160 pixels
Philips,Fisio 625,2002,Discontinued,104 x 46 x 20 mm,,85,Mini-SIM,,,101 x 80 pixels,8 lines
Philips,Fisio 620,2002,Discontinued,104 x 46 x 20 mm,,85,Mini-SIM,,,101 x 80 pixels,8 lines
Philips,Fisio 610,2001,Discontinued,110 x 45 x 18 mm (4.33 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,5 lines,V1,
Philips,Azalis 268,2000,Discontinued,119 x 44 x 22 mm (4.69 x 1.73 x 0.87 in),,Mini-SIM,Monochrome graphic,,5 lines,V1,
Philips,Azalis 238,2000,Discontinued,114 x 51 x 24 mm,,125,Mini-SIM,,,5 lines,V1
Philips,Diga,1997,Discontinued,147 x 56 x 19 mm (5.79 x 2.20 x 0.75 in),,Mini-SIM,Alphanumeric,,1 x 12 chars,V1,
Philips,Fizz,1996,Discontinued,162 x 60 x 17 mm (6.38 x 2.36 x 0.67 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Plum,Ram 8,2018,2018,111.5 x 57.5 x 22 mm (4.39 x 2.26 x 0.87 in),,Dual SIM (Mini-SIM,dual stand-by),,256K colors,,240 x 320 pixels
Qtek,8600,2006,Discontinued,112.4 x 46 x 14.8 mm (4.43 x 1.81 x 0.58 in),,Mini-SIM,TFT,,2.2,240 x 320 pixels,4:3 ratio (~182 ppi density)
Qtek,8300,2005,Discontinued,107.5 x 46 x 17.5 mm (4.23 x 1.81 x 0.69 in),,Mini-SIM,TFT,,2.2,240 x 320 pixels,4:3 ratio (~182 ppi density)
Qtek,8080,2004,Discontinued,120 x 50 x 23.5 mm,,130,Mini-SIM,,65K colors,,176 x 220 pixels (~128 ppi density)
Qtek,8060,2004,Discontinued,120 x 50 x 23.5 mm,,130,Mini-SIM,,65K colors,,176 x 220 pixels (~128 ppi density)
Qtek,1010,2003,Discontinued,129 x 73 x 18 mm (5.08 x 2.87 x 0.71 in),,Mini-SIM,TFT resistive resistive touchscreen,,3.5,240 x 320 pixels,4:3 ratio (~114 ppi density)
Qtek,7070,2004,Discontinued,120 x 50 x 23.5 mm,,120,Mini-SIM,,65K colors,,176 x 220 pixels (~128 ppi density)
Realme,X3 SuperZoom,2020,2020,163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,6S,2020,2020,162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,X50 Pro Player,2020,2020,159 x 74.2 x 8.9 mm (6.26 x 2.92 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,Narzo 10,2020,2020,164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
Realme,Narzo 10A,2020,2020,164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
Realme,X50m 5G,2020,2020,163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,6i,2020,2020,164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
Realme,6 Pro,2020,2020,163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,X50 Pro 5G,2020,2020,159 x 74.2 x 8.9 mm (6.26 x 2.92 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,C3 (3 cameras),2020,2020,164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
Realme,X50 5G,2020,2020,163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,5i,2020,2020,164.4 x 75 x 9.3 mm (6.47 x 2.95 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
Realme,5s,2019,2019,164.4 x 75.6 x 9.3 mm (6.47 x 2.98 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
Realme,C2s,2020,2020,154.3 x 73.7 x 8.5 mm (6.07 x 2.90 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
Realme,C2 2020,2019,2019,154.3 x 73.7 x 8.5 mm (6.07 x 2.90 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
Realme,X2 Pro,2019,2019,161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Realme,XT 730G,,Cancelled,158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Realme,XT,2019,2019,158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Realme,5 Pro,2019,2019,157 x 74.2 x 8.9 mm (6.18 x 2.92 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Realme,3i,2019,2019,156.1 x 75.6 x 8.3 mm (6.15 x 2.98 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Realme,3 Pro,2019,2019,156.8 x 74.2 x 8.3 mm (6.17 x 2.92 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Sagem,my411C Oxbow,2008,Discontinued,91 x 46 x 16.5 mm (3.58 x 1.81 x 0.65 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,my230x,2008,Discontinued,106 x 46 x 10 mm (4.17 x 1.81 x 0.39 in),,Mini-SIM,CSTN,,1.8,128 x 160 pixels (~114 ppi density),V1
Sagem,my900C,2006,Cancelled,90 x 45 x 23.5 mm (3.54 x 1.77 x 0.93 in),,Mini-SIM,TFT,,,240 x 320 pixels,4:3 ratio
Sagem,my500X,2006,Discontinued,100 x 46 x 16.5 mm (3.94 x 1.81 x 0.65 in),,Mini-SIM,TFT,,,176 x 220 pixels,V1
Sagem,my400V,2007,Cancelled,105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,my301X,2005,Discontinued,105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in),,Mini-SIM,CSTN,,1.7,128 x 128 pixels,1:1 ratio (~106 ppi density)
Sagem,my200x,2006,Discontinued,104 x 43 x 15.5 mm (4.09 x 1.69 x 0.61 in),,Mini-SIM,CSTN,,,101 x 80 pixels,V1
Sagem,my100X,2006,Discontinued,104 x 42 x 15.5 mm (4.09 x 1.65 x 0.61 in),,Mini-SIM,Monochrome graphics,,101 x 64 pixels,V1,
Sagem,MY C2-3,2005,Discontinued,73 x 42 x 21 mm,,75,Mini-SIM,,4096 colors,,101 x 80 pixels
Sagem,myZ-5,2006,Discontinued,85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Sagem,MY C3-2,2005,Discontinued,77 x 41 x 22 mm,,75,Mini-SIM,,65K colors,,128  x 128 pixels
Sagem,MY Z-55,2005,Discontinued,81 x 41 x 24 mm (3.19 x 1.61 x 0.94 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,MY X6-2,2005,Discontinued,110 x 47 x 19 mm (4.33 x 1.85 x 0.75 in),,Mini-SIM,TFT,,2,176 x 220 pixels (~141 ppi density),V1
Sagem,MY X2-2,2005,Discontinued,105.6 x 46 x 20 mm (4.16 x 1.81 x 0.79 in),,Mini-SIM,4096 colors,,101 x 80 pixels,V1,
Sagem,MY C5-2,2004,Discontinued,82 x 43 x 23 mm (3.23 x 1.69 x 0.91 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,MY X1-2,2005,Discontinued,106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in),,Mini-SIM,Monochrome graphics,,96 x 64 pixels,3:2 ratio,V1
Sagem,MY X-8,2004,Discontinued,115 x 47 x 20.8 mm (4.53 x 1.85 x 0.82 in),,Mini-SIM,TFT,,2.2,240 x 320 pixels,4:3 ratio (~182 ppi density)
Sagem,MY X-4,2004,Discontinued,104 x 46 x 18 mm (4.09 x 1.81 x 0.71 in),,Mini-SIM,TFT,,,120 x 160 pixels,4:3 ratio
Sagem,MY S-7,2004,Discontinued,110 x 49 x 21 mm,,120,Mini-SIM,,65K colors,,176 x 220 pixels (~128 ppi density)
Sagem,MY Z-3,2004,Discontinued,100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,MY C2-2,2004,Discontinued,85 x 44 x 21 mm (3.35 x 1.73 x 0.83 in),,Mini-SIM,CSTN,,,101 x 80 pixels,6 lines
Sagem,SG 321i,2004,Discontinued,100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Sagem,MY V-55,2004,Discontinued,106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,MY X5-2,2004,Discontinued,106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in),,Mini-SIM,CSTN,,,128 x 160 pixels,V1
Sagem,MY V-75,2004,Discontinued,110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Sagem,MY X-7,2004,Discontinued,110 x 46 x 22 mm,,106,Mini-SIM,,65K colors,,128 x 160 pixels
Sagem,MY V-65,2003,Discontinued,110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Sagem,MY C-1,2003,Discontinued,86 x 44 x 20 mm (3.39 x 1.73 x 0.79 in),,Mini-SIM,Monochrome graphic,,96 x 64 pixels,7 lines,3:2 ratio
Sagem,MY X-1w,2003,Discontinued,106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in),,Mini-SIM,Monochrome graphic,,64 x 96 pixels,7 lines,3:2 ratio
Sagem,MY C-2,2003,Discontinued,82 x 42 x 23 mm (3.23 x 1.65 x 0.91 in),,Mini-SIM,CSTN,,,101 x 80 pixels,6 lines
Sagem,MY C-6,2003,Discontinued,84 x 46 x 22 mm (3.31 x 1.81 x 0.87 in),,Mini-SIM,TFT,,,160 x 120 pixels,4:3 ratio
Sagem,MY C-5w,2003,Discontinued,88 x 44 x 20 mm (3.46 x 1.73 x 0.79 in),,Mini-SIM,CSTN,,,101 x 80 pixels,6 lines
Sagem,MY X-2,2003,Discontinued,99 x 45 x 21 mm (3.90 x 1.77 x 0.83 in),,Mini-SIM,CSTN,,,101 x 80 pixels,6 lines
Sagem,MY X-6,2003,Discontinued,110 x 46 x 22 mm,,106,Mini-SIM,,65K colors,,128 x 160 pixels
Sagem,MY G5,2002,Discontinued,105 x 46 x 20 mm,,92,Mini-SIM,,256 colors,,101 x 80 pixels
Sagem,MY X-3,2002,Discontinued,106 x 46 x 20 mm,,92,Mini-SIM,,,96 x 64 pixels,3:2 ratio
Sagem,MY X-5,2002,Discontinued,105 x 46 x 20 mm,,92,Mini-SIM,,256 colors,,101 x 80 pixels
Sagem,MY 3078,2002,Discontinued,23 x 45 x 75 mm (0.91 x 1.77 x 2.95 in),,Mini-SIM,Monochrome graphic,,96 x 64 pixels,8 lines,3:2 ratio
Sagem,MW 3026,2001,Discontinued,105 x 50 x 23 mm (4.13 x 1.97 x 0.91 in),,Mini-SIM,Monochrome graphic,,up to 8 lines,V1,
Sagem,MW 3052,2001,Discontinued,105 x 50 x 23 mm (4.13 x 1.97 x 0.91 in),,Mini-SIM,Monochrome graphic,,up to 8 lines,V1,
Sagem,MW 3042,2001,Discontinued,105 x 45 x 18 mm,,97,Mini-SIM,,,up to 8 lines,V1
Sagem,MW 3040,2001,Discontinued,105 x 45 x 18 mm,,97,Mini-SIM,,,up to 8 lines,V1
Sagem,MW X1,2001,Discontinued,140 x 57 x 20 mm (5.51 x 2.24 x 0.79 in),,Mini-SIM,Monochrome graphic,,124 x 68 pixels,up to 8 lines,17:9 ratio
Sagem,WA 3050,2001,Discontinued,130 x 80 x 17 mm (5.12 x 3.15 x 0.67 in),,Mini-SIM,Greyscale resistive touchscreen,,240 x 320 pixels,60 x 80 mm,4:3 ratio
Sagem,MW 3020,2001,Discontinued,105 x 45 x 18 mm,,112,Mini-SIM,,,up to 7 lines,V1
Sagem,MC 3000,2001,Discontinued,105 x 45 x 18 mm,,112,Mini-SIM,,,up to 7 lines,V1
Sagem,MC 939 WAP,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,MC 936,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,MC 950,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,MC 959,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,MC 940,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,MC 932,1999,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,RC 922,1999,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),,Mini-SIM,Alphanumeric,,3x 12 chars,V1,
Sagem,MC 912,1999,Discontinued,116 x 45 x 22 mm (4.57 x 1.77 x 0.87 in),,Mini-SIM,Alphanumeric,,4 x 12 chars,V1,
Sagem,MC 850,1998,Discontinued,132 x 50 x 21 mm (5.20 x 1.97 x 0.83 in),,Mini-SIM,Monochrome graphic,,3 x 12 chars,V1,
Sagem,MC 825 FM,1998,Discontinued,132 x 50 x 26 mm (5.20 x 1.97 x 1.02 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sagem,MC 820,1998,Discontinued,130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sagem,RC 750,1998,Discontinued,140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sagem,RC 730,1997,Discontinued,140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Samsung,Galaxy Tab A 8.0 (2015),2015,2015,208.3 x 137.9 x 7.4 mm (8.20 x 5.43 x 0.29 in),,Micro-SIM,TFT capacitive touchscreen,,8,768 x 1024 pixels,4:3 ratio (~160 ppi density)
Samsung,E1260B,2012,Discontinued,103 x 59 x 12 mm (4.06 x 2.32 x 0.47 in),,Mini-SIM,TFT,,2,160 x 128 pixels (~102 ppi density),V1
Samsung,Continuum I400,2010,Discontinued,125 x 58 x 12 mm (4.92 x 2.28 x 0.47 in),,Mini-SIM,Super AMOLED capacitive touchscreen,,3.4,480 x 800 pixels,5:3 ratio (~274 ppi density)
Samsung,Focus,2010,Discontinued,124.7 x 64.3 x 9.9 mm (4.91 x 2.53 x 0.39 in),,Mini-SIM,Super AMOLED capacitive touchscreen,,4,480 x 800 pixels,5:3 ratio (~233 ppi density)
Samsung,P940,2006,Cancelled,V1,,Mini-SIM,TFT,,2.15,240 x 320 pixels,4:3 ratio (~186 ppi density)
Samsung,D550,2005,Cancelled,95 x 48 x 23 mm (3.74 x 1.89 x 0.91 in),,Mini-SIM,TFT,,2.3,176 x 220 pixels (~122 ppi density),V1
Samsung,P860,2005,Cancelled,V1,,Mini-SIM,TFD,,,320 x 240 pixels,4:3 ratio
Samsung,Z700,2005,Cancelled,96 x 48.5 x 26.5 mm (3.78 x 1.91 x 1.04 in),,Mini-SIM,TFT,,,320 x 240 pixels,4:3 ratio
Samsung,D710,2004,Cancelled,101 x 51 x 24 mm (3.98 x 2.01 x 0.94 in),,Mini-SIM,TFT,,,208 x 176 pixels,V1
Samsung,i530,2004,Cancelled,90 x 55 x 27.5 mm (3.54 x 2.17 x 1.08 in),,Mini-SIM,UFS,,,162 x 176 pixels (324 x 352 support),14 lines
Samsung,i505,2004,Cancelled,91 x 54 x 23 mm (3.58 x 2.13 x 0.91 in),,Mini-SIM,TFT resistive  touchscreen,,,162 x 176 pixels (324 x 352 support),14 lines
Samsung,i250,2004,Cancelled,94 x 50 x 26 mm (3.70 x 1.97 x 1.02 in),,Mini-SIM,TFT,,,176 x 220 pixels,V1
Samsung,X900,2004,Cancelled,89.7 x 46.4 x 24 mm (3.53 x 1.83 x 0.94 in),,Mini-SIM,TFT,,,176 x 220 pixels,V1
Samsung,E410,2004,Discontinued,73 x 53 x 23 mm (2.87 x 2.09 x 0.91 in),,Mini-SIM,UFB,,,128 x 128 pixels,1:1 ratio
Samsung,P705,2003,Cancelled,92 x 51 x 26.4 mm (3.62 x 2.01 x 1.04 in),,Mini-SIM,TFT,,,176 x 220 pixels,V1
Samsung,D700,2003,Cancelled,89 x 49 x 23 mm (3.50 x 1.93 x 0.91 in),,Mini-SIM,TFT,,,176 x 208 pixels,V1
Samsung,P500,2003,Cancelled,90 x 46 x 23 mm (3.54 x 1.81 x 0.91 in),,Mini-SIM,TFD,,,128 x 160 pixels,V1
Samsung,Watch Phone,2003,Cancelled,38 x 64 x 17 mm (1.50 x 2.52 x 0.67 in),,Mini-SIM,OLED,,,94 x 64 pixels,3:2 ratio
Samsung,T400,2002,Discontinued,80 x 42 x 21 mm (3.15 x 1.65 x 0.83 in),,Mini-SIM,TFT,,,128 x 144 pixels,V1
Samsung,Q300,2002,Discontinued,85 x 48 x 23 mm (3.35 x 1.89 x 0.91 in),,Mini-SIM,Grayscale graphic,,,16 lines,128 x 128 pixels
Samsung,Q200,2002,Discontinued,85 x 48 x 20 mm (3.35 x 1.89 x 0.79 in),,Mini-SIM,Grayscale graphic,,,128 x 128 pixels,1:1 ratio
Samsung,A400,2001,Discontinued,70 x 48 x 20 mm (2.76 x 1.89 x 0.79 in),,Mini-SIM,Grayscale graphic,,,128 x  96 pixels,6 lines
Samsung,Q100,2001,Discontinued,112 x 42 x 18.5 mm (4.41 x 1.65 x 0.73 in),,Mini-SIM,Monochrome graphic,,128 x 128 pixels,1:1 ratio,V1
Samsung,SGH-250,1996,Discontinued,124 x 48 x 25 mm (4.88 x 1.89 x 0.98 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sendo,P600,2004,Discontinued,108 x 45 x 20 mm,,85,Mini-SIM,,65K colors,,128 x 128 pixels
Sendo,SV663,2004,Discontinued,108 x 45 x 19.5 mm,,86,Mini-SIM,,65K colors,,128 x 160 pixels
Sendo,M570,2004,Discontinued,82 x 45 x 20 mm,,77,Mini-SIM,,65K colors,,128 x 128 pixels
Sendo,S330,2003,Discontinued,108 x 47 x 21 mm,,81,Mini-SIM,,4096 colors,,98 x 67 pixels
Sendo,J520,2001,Discontinued,113 x 50 x 25 mm,,75,Mini-SIM,,,96 x 64 pixels,6 lines
Sewon,SRS-3300,2005,Discontinued,72 x 39 x 26.5 mm (2.83 x 1.54 x 1.04 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Sewon,SRD-3000,2004,Discontinued,91 x 48 x 18 mm (3.58 x 1.89 x 0.71 in),,Mini-SIM,TFT,,,176 x 220 pixels,V1
Sewon,SRD-200,2004,Discontinued,87.5 x 47.5 x 21.7 mm (3.44 x 1.87 x 0.85 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-1050,2004,Discontinued,82 x 44 x 21 mm (3.23 x 1.73 x 0.83 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-1030,2004,Discontinued,82 x 44 x 22 mm (3.23 x 1.73 x 0.87 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-1020,2004,Discontinued,82 x 42.4 x 21 mm (3.23 x 1.67 x 0.83 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-1010,2004,Discontinued,82 x 44 x 21 mm (3.23 x 1.73 x 0.83 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-1000,2004,Discontinued,82 x 42 x 21 mm (3.23 x 1.65 x 0.83 in),,Mini-SIM,STN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-106,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
